id,title,company,location,city,state,zip_code,url,source,source_url,scraped_at,description,platform,salary,shift_type,requirements,benefits,application_url,job_category,seniority_level,is_remote,salary_min,salary_max,salary_type,salary_is_competitive,education_requirements,experience_requirements,certification_requirements,skill_requirements,completeness_required,completeness_optional,completeness_overall
The Landing at Laurel Lake_4809056473518727754,"Personal Care Attendant
posted 13 days ago
Lee, MA
Part-time
Full-time
PRN / Per Diem",The Landing at Laurel Lake,"Lee, MA",Lee,MA,,https://laurellake.employ.onshift.com/job_positions/view/128232/50702932,The Landing at Laurel Lake,https://laurellake.employ.onshift.com/job_positions/browse,2025-07-11T19:39:55.627006,"NURSES
Personal Care Attendant
posted 13 days ago
Lee, MA
Part-time
Full-time
PRN / Per Diem
Wellness Nurse, Licensed Practical Nurse (LPN)
posted 13 days ago
Lee, MA
Part-time
Full-time
PRN / Per Diem
Wellness Nurse, Registered Nurse (RN)
posted 13 days ago
Lee, MA
Part-time
Full-time
PRN / Per Diem",onshift,,Part-time,"RN, Licensed Practical Nurse, Registered Nurse, LPN, Licensed",,https://laurellake.employ.onshift.com/job_positions/view/128232/50702932,nursing,entry,False,,,,False,licensed,,licensed practical nurse; registered nurse; licensed; lpn,,1.0,0.5,0.85
WEDGEMERE HEALTHCARE_6530614233850382585,HOME PAGE,WEDGEMERE HEALTHCARE,"Taunton, MA",Taunton,MA,,https://wedgemere.employ.onshift.com/job_positions/browse,WEDGEMERE HEALTHCARE,https://wedgemere.employ.onshift.com/job_positions/browse,2025-07-11T19:40:16.240142,"HOME PAGE
APPLICANT SUPPORT
CURRENT OPENINGS
LOGIN / SIGNUP
Current Openings
Search by Keyword
ACTIVITIES
Activities Assistant
posted 14 days ago
Taunton, MA
Part-time
ADMINISTRATION
Receptionist
posted 10 days ago
Taunton, MA
PRN / Per Diem
DIETARY SERVICES
Dietary Aide
posted 10 days ago
Taunton, MA
Part-time
Registered Dietitian
posted 7 days ago
Taunton, MA
PRN / Per Diem
MAINTENANCE
Maintenance Director
posted 2 days ago
Taunton, MA
Full-time
NURSES
Certified Nursing Assistant (CNA)
posted 13 days ago
Taunton, MA
PRN / Per Diem
Weekends
Director of Nursing
posted 4 days ago
Taunton, MA
Full-time
Full-time
Licensed Practical Nurse (LPN)
posted 13 days ago
Taunton, MA
Part-time
Full-time
PRN / Per Diem
Registered Nurse (RN)
posted 13 days ago
Taunton, MA
Part-time
Full-time
PRN / Per Diem
SOCIAL SERVICES
Social Worker - Bachelors
posted 2 days ago
Taunton, MA
Full-time
Not ready to apply or don't see what you're looking for? Click here to submit interest.
Filter By
City, State or Po...",onshift,,Part-time,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed",,https://wedgemere.employ.onshift.com/job_positions/browse,nursing,executive,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.5,0.85
WEDGEMERE HEALTHCARE_8972973318745578376,"Activities Assistant
posted 14 days ago
Taunton, MA
Part-time",WEDGEMERE HEALTHCARE,"Taunton, MA",Taunton,MA,,https://wedgemere.employ.onshift.com/job_positions/view/176447/50702606,WEDGEMERE HEALTHCARE,https://wedgemere.employ.onshift.com/job_positions/browse,2025-07-11T19:40:17.973558,"Current Openings
Search by Keyword
ACTIVITIES
Activities Assistant
posted 14 days ago
Taunton, MA
Part-time
ADMINISTRATION
Receptionist
posted 10 days ago
Taunton, MA
PRN / Per Diem
DIETARY SERVICES
Dietary Aide
posted 10 days ago
Taunton, MA
Part-time
Registered Dietitian
posted 7 days ago
Taunton, MA
PRN / Per Diem
MAINTENANCE
Maintenance Director
posted 2 days ago
Taunton, MA
Full-time
NURSES
Certified Nursing Assistant (CNA)
posted 13 days ago
Taunton, MA
PRN / Per Diem
Weekends
Director of Nursing
posted 4 days ago
Taunton, MA
Full-time
Full-time
Licensed Practical Nurse (LPN)
posted 13 days ago
Taunton, MA
Part-time
Full-time
PRN / Per Diem
Registered Nurse (RN)
posted 13 days ago
Taunton, MA
Part-time
Full-time
PRN / Per Diem
SOCIAL SERVICES
Social Worker - Bachelors
posted 2 days ago
Taunton, MA
Full-time
Not ready to apply or don't see what you're looking for? Click here to submit interest.
Filter By
City, State or Postal
CLEAR
APPLY",onshift,,Part-time,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed",,https://wedgemere.employ.onshift.com/job_positions/view/176447/50702606,nursing,executive,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.5,0.85
WEDGEMERE HEALTHCARE_6119800964491405447,"Dietary Aide
posted 10 days ago
Taunton, MA
Part-time",WEDGEMERE HEALTHCARE,"Taunton, MA",Taunton,MA,,https://wedgemere.employ.onshift.com/job_positions/view/176618/50703569,WEDGEMERE HEALTHCARE,https://wedgemere.employ.onshift.com/job_positions/browse,2025-07-11T19:40:26.922011,"DIETARY SERVICES
Dietary Aide
posted 10 days ago
Taunton, MA
Part-time
Registered Dietitian
posted 7 days ago
Taunton, MA
PRN / Per Diem",onshift,,Part-time,,,https://wedgemere.employ.onshift.com/job_positions/view/176618/50703569,nursing,entry,False,,,,False,,,,,1.0,0.25,0.7749999999999999
WEDGEMERE HEALTHCARE_2772123982492229732,"Certified Nursing Assistant (CNA)
posted 13 days ago
Taunton, MA
PRN / Per Diem
Weekends",WEDGEMERE HEALTHCARE,"Taunton, MA",Taunton,MA,,https://wedgemere.employ.onshift.com/job_positions/view/128287/50702923,WEDGEMERE HEALTHCARE,https://wedgemere.employ.onshift.com/job_positions/browse,2025-07-11T19:40:31.546342,"NURSES
Certified Nursing Assistant (CNA)
posted 13 days ago
Taunton, MA
PRN / Per Diem
Weekends
Director of Nursing
posted 4 days ago
Taunton, MA
Full-time
Full-time
Licensed Practical Nurse (LPN)
posted 13 days ago
Taunton, MA
Part-time
Full-time
PRN / Per Diem
Registered Nurse (RN)
posted 13 days ago
Taunton, MA
Part-time
Full-time
PRN / Per Diem",onshift,,PRN,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed",,https://wedgemere.employ.onshift.com/job_positions/view/128287/50702923,nursing,executive,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.5,0.85
WEST NEWTON HEALTHCARE_544315174146890439,HOME PAGE,WEST NEWTON HEALTHCARE,"West Newton, MA",West Newton,MA,,https://westnewton.employ.onshift.com/job_positions/browse,WEST NEWTON HEALTHCARE,https://westnewton.employ.onshift.com/job_positions/browse,2025-07-11T19:40:52.418128,"HOME PAGE
APPLICANT SUPPORT
CURRENT OPENINGS
LOGIN / SIGNUP
Current Openings
Search by Keyword
NURSES
Certified Nursing Assistant (CNA) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends
Certified Nursing Assistant (CNA) Pay up to $3,500.00 Bonus
posted 13 days ago
West Newton, MA
PRN / Per Diem
Full-time
Licensed Practical Nurse (LPN) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends
Licensed Practical Nurse (LPN) Up to $4,500.00 Bonus
posted 13 days ago
West Newton, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Nurse Assistant in Training
posted 1 day ago
West Newton, MA
Full-time
Full-time
Registered Nurse (RN) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends
Registered Nurse (RN) Pay up to $10,500.00 Bonus
posted 13 days ago
West Newton, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Unit Manager RN
posted about 12 hours ago
West Newton, MA
Full-time
Not ready to apply or don't see what you're looking for? Click here to submit interest.
Filter By
City, Stat...",onshift,12 hour,PRN,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed","bonus, training",https://westnewton.employ.onshift.com/job_positions/browse,nursing,executive,False,12,12,hourly,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,1.0,1.0
WEST NEWTON HEALTHCARE_998100656817130677,"Certified Nursing Assistant (CNA) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends",WEST NEWTON HEALTHCARE,"West Newton, MA",West Newton,MA,,https://westnewton.employ.onshift.com/job_positions/view/176679/50703843,WEST NEWTON HEALTHCARE,https://westnewton.employ.onshift.com/job_positions/browse,2025-07-11T19:40:53.945839,"Current Openings
Search by Keyword
NURSES
Certified Nursing Assistant (CNA) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends
Certified Nursing Assistant (CNA) Pay up to $3,500.00 Bonus
posted 13 days ago
West Newton, MA
PRN / Per Diem
Full-time
Licensed Practical Nurse (LPN) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends
Licensed Practical Nurse (LPN) Up to $4,500.00 Bonus
posted 13 days ago
West Newton, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Nurse Assistant in Training
posted 1 day ago
West Newton, MA
Full-time
Full-time
Registered Nurse (RN) (Weekend Only)
posted 9 days ago
West Newton, MA
Weekends
Registered Nurse (RN) Pay up to $10,500.00 Bonus
posted 13 days ago
West Newton, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Unit Manager RN
posted about 12 hours ago
West Newton, MA
Full-time
Not ready to apply or don't see what you're looking for? Click here to submit interest.
Filter By
City, State or Postal
CLEAR
APPLY",onshift,12 hour,PRN,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed","bonus, training",https://westnewton.employ.onshift.com/job_positions/view/176679/50703843,nursing,executive,False,12,12,hourly,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,1.0,1.0
WESTBOROUGH HEALTHCARE_9067394972394532434,HOME PAGE,WESTBOROUGH HEALTHCARE,"Westborough, MA",Westborough,MA,,https://westborough.employ.onshift.com/job_positions/browse,WESTBOROUGH HEALTHCARE,https://westborough.employ.onshift.com/job_positions/browse,2025-07-11T19:41:22.154438,"HOME PAGE
APPLICANT SUPPORT
CURRENT OPENINGS
LOGIN / SIGNUP
Current Openings
Search by Keyword
ACTIVITIES
Activities Assistant
posted 13 days ago
Westborough, MA
Full-time
Full-time
Activity Director
posted 9 days ago
Westborough, MA
Full-time
DIETARY SERVICES
Dietary Aide
posted 13 days ago
Westborough, MA
Part-time
MAINTENANCE
Painter
posted 2 days ago
Westborough, MA
PRN / Per Diem
NURSES
Certified Nursing Assistant (CNA)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Certified Nursing Assistant (CNA) (Weekend only)
posted 9 days ago
Westborough, MA
Weekends
Licensed Practical Nurse (LPN)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Licensed Practical Nurse (LPN) (Weekend Only)
posted 9 days ago
Westborough, MA
Weekends
Licensed Practical Nurse (LPN) 7am Weekend Clinical Manager
posted 9 days ago
Westborough, MA
Part-time
Part-time
Registered Nurse (RN)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
P...",onshift,,Full-time,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed",,https://westborough.employ.onshift.com/job_positions/browse,nursing,executive,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.5,0.85
WESTBOROUGH HEALTHCARE_1026290978763021552,"Activities Assistant
posted 13 days ago
Westborough, MA
Full-time
Full-time",WESTBOROUGH HEALTHCARE,"Westborough, MA",Westborough,MA,,https://westborough.employ.onshift.com/job_positions/view/155411/50702946,WESTBOROUGH HEALTHCARE,https://westborough.employ.onshift.com/job_positions/browse,2025-07-11T19:41:23.836275,"Current Openings
Search by Keyword
ACTIVITIES
Activities Assistant
posted 13 days ago
Westborough, MA
Full-time
Full-time
Activity Director
posted 9 days ago
Westborough, MA
Full-time
DIETARY SERVICES
Dietary Aide
posted 13 days ago
Westborough, MA
Part-time
MAINTENANCE
Painter
posted 2 days ago
Westborough, MA
PRN / Per Diem
NURSES
Certified Nursing Assistant (CNA)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Certified Nursing Assistant (CNA) (Weekend only)
posted 9 days ago
Westborough, MA
Weekends
Licensed Practical Nurse (LPN)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Licensed Practical Nurse (LPN) (Weekend Only)
posted 9 days ago
Westborough, MA
Weekends
Licensed Practical Nurse (LPN) 7am Weekend Clinical Manager
posted 9 days ago
Westborough, MA
Part-time
Part-time
Registered Nurse (RN)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Registered Nurse (RN) (Weekend Only)
posted 9 ...",onshift,,Full-time,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed",,https://westborough.employ.onshift.com/job_positions/view/155411/50702946,nursing,executive,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.5,0.85
WESTBOROUGH HEALTHCARE_6213943982673475979,"Dietary Aide
posted 13 days ago
Westborough, MA
Part-time",WESTBOROUGH HEALTHCARE,"Westborough, MA",Westborough,MA,,https://westborough.employ.onshift.com/job_positions/view/128304/50702943,WESTBOROUGH HEALTHCARE,https://westborough.employ.onshift.com/job_positions/browse,2025-07-11T19:41:32.829718,"DIETARY SERVICES
Dietary Aide
posted 13 days ago
Westborough, MA
Part-time",onshift,,Part-time,,,https://westborough.employ.onshift.com/job_positions/view/128304/50702943,support,entry,False,,,,False,,,,,1.0,0.25,0.7749999999999999
WESTBOROUGH HEALTHCARE_1126041242934098160,"Certified Nursing Assistant (CNA)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem",WESTBOROUGH HEALTHCARE,"Westborough, MA",Westborough,MA,,https://westborough.employ.onshift.com/job_positions/view/128303/50702942,WESTBOROUGH HEALTHCARE,https://westborough.employ.onshift.com/job_positions/browse,2025-07-11T19:41:37.275512,"NURSES
Certified Nursing Assistant (CNA)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Certified Nursing Assistant (CNA) (Weekend only)
posted 9 days ago
Westborough, MA
Weekends
Licensed Practical Nurse (LPN)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Licensed Practical Nurse (LPN) (Weekend Only)
posted 9 days ago
Westborough, MA
Weekends
Licensed Practical Nurse (LPN) 7am Weekend Clinical Manager
posted 9 days ago
Westborough, MA
Part-time
Part-time
Registered Nurse (RN)
posted 13 days ago
Westborough, MA
Part-time
Full-time
Weekends
PRN / Per Diem
Registered Nurse (RN) (Weekend Only)
posted 9 days ago
Westborough, MA
Weekends
Registered Nurse (RN) 7am Weekend Supervisor
posted 9 days ago
Westborough, MA
Part-time",onshift,,Part-time,"Certified Nursing Assistant, Registered Nurse, CNA, RN, Licensed Practical Nurse, Certified, LPN, Licensed",,https://westborough.employ.onshift.com/job_positions/view/128303/50702942,nursing,senior,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.5,0.85
AdviniaCare_5780361057968345302,LOCATIONS,AdviniaCare,"LOCATIONS
CARE SERVICES
AMENITIES
INFORMATION
CONTACT US
MAKE A, PA","LOCATIONS
CARE SERVICES
AMENITIES
INFORMATION
CONTACT US
MAKE A",PA,,https://www.adviniacare.com/jobs/,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:02.316759,"LOCATIONS
CARE SERVICES
AMENITIES
INFORMATION
CONTACT US
MAKE A PAYMENT",custom,,LOCATIONS,,insurance,https://www.adviniacare.com/jobs/,other,entry,False,,,,False,,,,,1.0,0.5,0.85
AdviniaCare_7068388828117766642,Full-Time RN/LPN Daytime (7a-3p) & Overnight (11p-7a),AdviniaCare,"Salem, MA",Salem,MA,,https://jobs.apploi.com/view/1101386?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7152119,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:06.063328,"AdviniaCare Salem (2) | Salem, Massachusetts | Jul 11, 2025
Full-Time RN/LPN Daytime (7a-3p) & Overnight (11p-7a)
Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Registered Nurse (RN)
Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Licensed Practical Nurse (LPN)
Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Baylor Nurse (RN/LPN)
Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Certified Nursing Assistant (CNA)
AdviniaCare Wellesley Alzheimer's Center | Wellesley, Massachusetts | Jul 08, 2025
Activities Assistant
AdviniaCare Naples | Naples, Florida | Jul 07, 2025
7P-7A LPN SIGN ON
AdviniaCare Paddock Ridge | Ocala, Florida | Jul 07, 2025
Housekeeper
AdviniaCare Venice | Venice, Florida | Jul 02, 2025
CNA PRN Overnights
AdviniaCare Northbridge (2) | Northbridge, Massachusetts | Jul 01, 2025
MDS Nurse",custom,,Full-Time,"Certified Nursing Assistant, CNA, RN, Medication, Licensed Practical Nurse, Registered Nurse, LPN, Licensed, Certified",training,https://jobs.apploi.com/view/1101386?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7152119,nursing,entry,False,,,,False,certified; licensed,,licensed; certified nursing assistant; cna; lpn; registered nurse; certified; licensed practical nurse,,1.0,0.75,0.9249999999999999
AdviniaCare_4030705844479318173,Registered Nurse (RN),AdviniaCare,"Newburyport, MA",Newburyport,MA,,https://jobs.apploi.com/view/1100869?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7155926,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:08.425378,"Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Registered Nurse (RN)",custom,,,"Registered Nurse, RN",,https://jobs.apploi.com/view/1100869?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7155926,nursing,entry,False,,,,False,,,registered nurse,,1.0,0.25,0.7749999999999999
AdviniaCare_4030705844479318173,Registered Nurse (RN),AdviniaCare,"Registered, NU",Registered,NU,,https://jobs.apploi.com/view/1100869?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7155926,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:09.665759,Registered Nurse (RN),custom,,,"Registered Nurse, RN",,https://jobs.apploi.com/view/1100869?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7155926,nursing,entry,False,,,,False,,,registered nurse,,1.0,0.25,0.7749999999999999
AdviniaCare_7320765579489013670,Licensed Practical Nurse (LPN),AdviniaCare,"Newburyport, MA",Newburyport,MA,,https://jobs.apploi.com/view/1100858?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715734,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:10.833978,"Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Licensed Practical Nurse (LPN)",custom,,,"Licensed Practical Nurse, LPN, Licensed",,https://jobs.apploi.com/view/1100858?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715734,nursing,entry,False,,,,False,licensed,,licensed practical nurse; licensed; lpn,,1.0,0.25,0.7749999999999999
AdviniaCare_7320765579489013670,Licensed Practical Nurse (LPN),AdviniaCare,"Licensed Practical, NU",Licensed Practical,NU,,https://jobs.apploi.com/view/1100858?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715734,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:12.078882,Licensed Practical Nurse (LPN),custom,,,"Licensed Practical Nurse, LPN, Licensed",,https://jobs.apploi.com/view/1100858?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715734,nursing,entry,False,,,,False,licensed,,licensed practical nurse; licensed; lpn,,1.0,0.25,0.7749999999999999
AdviniaCare_4091668557714350073,Baylor Nurse (RN/LPN),AdviniaCare,"Newburyport, MA",Newburyport,MA,,https://jobs.apploi.com/view/1371611?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7158623,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:13.374061,"Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Baylor Nurse (RN/LPN)",custom,,,"LPN, RN",,https://jobs.apploi.com/view/1371611?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7158623,nursing,entry,False,,,,False,,,lpn,,1.0,0.25,0.7749999999999999
AdviniaCare_4091668557714350073,Baylor Nurse (RN/LPN),AdviniaCare,"Baylor, NU",Baylor,NU,,https://jobs.apploi.com/view/1371611?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7158623,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:14.766003,Baylor Nurse (RN/LPN),custom,,,"LPN, RN",,https://jobs.apploi.com/view/1371611?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7158623,nursing,entry,False,,,,False,,,lpn,,1.0,0.25,0.7749999999999999
AdviniaCare_339720435233113624,Certified Nursing Assistant (CNA),AdviniaCare,"Newburyport, MA",Newburyport,MA,,https://jobs.apploi.com/view/1100843?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715984,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:16.386904,"Adviniacare Country Center | Newburyport, Massachusetts | Jul 09, 2025
Certified Nursing Assistant (CNA)",custom,,,"CNA, Certified, Certified Nursing Assistant",,https://jobs.apploi.com/view/1100843?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715984,nursing,entry,False,,,,False,certified,,certified; certified nursing assistant; cna,,1.0,0.25,0.7749999999999999
AdviniaCare_339720435233113624,Certified Nursing Assistant (CNA),AdviniaCare,"Certified Nursing, AS",Certified Nursing,AS,,https://jobs.apploi.com/view/1100843?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715984,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:17.867633,Certified Nursing Assistant (CNA),custom,,,"CNA, Certified, Certified Nursing Assistant",,https://jobs.apploi.com/view/1100843?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.715984,nursing,entry,False,,,,False,certified,,certified; certified nursing assistant; cna,,1.0,0.25,0.7749999999999999
AdviniaCare_6772293290406605212,Activities Assistant,AdviniaCare,"Wellesley, MA",Wellesley,MA,,https://jobs.apploi.com/view/1101677?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7161052,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:19.335636,"AdviniaCare Wellesley Alzheimer's Center | Wellesley, Massachusetts | Jul 08, 2025
Activities Assistant",custom,,,,,https://jobs.apploi.com/view/1101677?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7161052,support,entry,False,,,,False,,,,,1.0,0.0,0.7
AdviniaCare_5837865837975124408,7P-7A LPN SIGN ON,AdviniaCare,"AdviniaCare, NA",AdviniaCare,NA,,https://jobs.apploi.com/view/1101056?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7162378,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:20.821285,"AdviniaCare Naples | Naples, Florida | Jul 07, 2025
7P-7A LPN SIGN ON",custom,,,LPN,,https://jobs.apploi.com/view/1101056?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7162378,nursing,entry,False,,,,False,,,lpn,,1.0,0.25,0.7749999999999999
AdviniaCare_4669699476183498570,Housekeeper,AdviniaCare,"AdviniaCare Paddock, RI",AdviniaCare Paddock,RI,,https://jobs.apploi.com/view/1101180?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7163594,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:22.139328,"AdviniaCare Paddock Ridge | Ocala, Florida | Jul 07, 2025
Housekeeper",custom,,,,,https://jobs.apploi.com/view/1101180?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7163594,other,entry,False,,,,False,,,,,1.0,0.0,0.7
AdviniaCare_7002737291940108349,CNA PRN Overnights,AdviniaCare,"AdviniaCare, VE",AdviniaCare,VE,,https://jobs.apploi.com/view/1555914?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.716471,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:23.431738,"AdviniaCare Venice | Venice, Florida | Jul 02, 2025
CNA PRN Overnights",custom,,PRN,CNA,,https://jobs.apploi.com/view/1555914?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.716471,nursing,entry,False,,,,False,,,cna,,1.0,0.5,0.85
AdviniaCare_6858684999893486700,MDS Nurse,AdviniaCare,"Northbridge, MA",Northbridge,MA,,https://jobs.apploi.com/view/1101123?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7165813,AdviniaCare,https://www.adviniacare.com/jobs/,2025-07-11T19:42:24.703501,"AdviniaCare Northbridge (2) | Northbridge, Massachusetts | Jul 01, 2025
MDS Nurse",custom,,,,,https://jobs.apploi.com/view/1101123?utm_campaign=jobs_snippet&utm_source=adviniacare-career-page&utm_medium=client-web-site&utm_term=apploi-snippet&_=1752262908.7165813,nursing,entry,False,,,,False,,,,,1.0,0.0,0.7
