id,title,company,location,city,state,description,requirements,salary,job_type,url,source,source_url,scraped_at,platform
Integritus Healthcare_4338273868944160082,REGISTERED NURSE. GENEROUS SIGN-ON BONUS!!,Integritus Healthcare,"Bourne Manor


Bourne, Town of, MA 02532, USA",Town of,MA,"REGISTERED NURSE. GENEROUS SIGN-ON BONUS!!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: REGIS003115
Schedule: Full Time
Job Location Type: On-site

Bourne Manor


Bourne, Town of, MA 02532, USA











































































+7 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate w...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=b07e17a7-28c9-4f91-8f6a-261e43d37cf5,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:08.397123,ultipro
Integritus Healthcare_341727751347076767,"LICENSED NURSE, 3-DAY WEEK, 12-HOUR SHIFTS!",Integritus Healthcare,"Bourne Manor


Bourne, Town of, MA 02532, USA",Town of,MA,"LICENSED NURSE, 3-DAY WEEK, 12-HOUR SHIFTS!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003116
Schedule: Full Time
Job Location Type: On-site

Bourne Manor


Bourne, Town of, MA 02532, USA

































































+6 more
We are looking for a Licensed Nurse to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within th...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=55f3224b-101d-47e6-a8bd-c988eb1f5cb9,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:10.320979,ultipro
Integritus Healthcare_5324523552937242936,LICENSED NURSE (RN/LPN) - GENEROUS SIGN-ON BONUS!,Integritus Healthcare,"Bourne Manor


Bourne, Town of, MA 02532, USA",Town of,MA,"LICENSED NURSE (RN/LPN) - GENEROUS SIGN-ON BONUS!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003117
Schedule: Full Time
Job Location Type: On-site

Bourne Manor


Bourne, Town of, MA 02532, USA











































































+7 more
We are looking for a Licensed Nurse to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate wil...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=5e791942-26c0-4a43-9990-2442b4c96311,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:12.019659,ultipro
Integritus Healthcare_1552517328036017220,NURSING COORDINATOR RN - Generous Sign-on Bonus!,Integritus Healthcare,"Windsor Skilled Nursing


South Yarmouth, MA 02664, USA",South Yarmouth,MA,"NURSING COORDINATOR RN - Generous Sign-on Bonus!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: NURSI003119
Schedule: Full Time
Job Location Type: On-site

Windsor Skilled Nursing


South Yarmouth, MA 02664, USA

































































+6 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candi...","ed Nursing South Yarmouth, MA 02664, USA +6 more We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their entire scope of practice, ensuring the utmost in competent care and safety is consistently delivered to all residents.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=fb74cc70-cd3b-4e9d-8c9f-9f9aaadba113,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:13.745116,ultipro
Integritus Healthcare_2884080414364387558,NURSING COORDINATOR LPN - Sign-on Bonus!,Integritus Healthcare,"Windsor Skilled Nursing


South Yarmouth, MA 02664, USA",South Yarmouth,MA,"NURSING COORDINATOR LPN - Sign-on Bonus!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: NURSI003120
Schedule: Full Time
Job Location Type: On-site

Windsor Skilled Nursing


South Yarmouth, MA 02664, USA

































































+6 more
We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candid...","ed Nursing South Yarmouth, MA 02664, USA +6 more We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their entire scope of practice, ensuring the utmost in competent care and safety is consistently delivered to all residents.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=eb92dd7e-977b-4cb4-989c-11b1975e17d8,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:15.704610,ultipro
Integritus Healthcare_3377487291082179886,"Nurse Unit Manager $10,000 Sign on Bonus!!",Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"Nurse Unit Manager $10,000 Sign on Bonus!!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: NURSE003122
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA





















































































+8 more
The primary purpose of this position is to provide quality nursing care to residents, and to supervise the day-to-day activities of nursing assistants. Supervision must be in accordance with fede...","ed Nursing Danvers, MA 01923, USA +8 more The primary purpose of this position is to provide quality nursing care to residents, and to supervise the day-to-day activities of nursing assistants. Supervision must be in accordance with federal, state, & local laws and policies of this organization.","$10,000",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=796cab2d-fd5a-4b9e-b482-4e81e6d4eea8,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:18.039166,ultipro
Integritus Healthcare_2355016971314437471,REGISTERED NURSE - RN! GREAT SIGN-ON BONUS!!,Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"REGISTERED NURSE - RN! GREAT SIGN-ON BONUS!!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: REGIS003123
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA





















































































+8 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful...","ed Nursing Danvers, MA 01923, USA +8 more We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their entire scope of practice, ensuring the utmost in competent care and safety is consistently delivered to all residents. Full-time RN will receive an $8000.00 SIGN-ON BONUS!! New Grad RN will receive a $10,000.00 SIGN-ON BONUS!!",$8000.00,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=39811fa6-41b7-4584-80ea-2677fed7b969,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:20.238149,ultipro
Integritus Healthcare_1488537364509203731,WEEKEND NURSING SUPERVISOR RN/LPN,Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"WEEKEND NURSING SUPERVISOR RN/LPN
Jul 7, 2025
Job Category: Administration Group
Requisition Number: WEEKE003124
Schedule: Full Time

Hunt Skilled Nursing


Danvers, MA 01923, USA

































































+6 more
The primary purpose of this position is to provide quality nursing care to residents, and to supervise the day to day activities of nursing assistants. Supervision must be in accordance with federal, state, & local laws and policies of this organi...","ed Nursing Danvers, MA 01923, USA +6 more The primary purpose of this position is to provide quality nursing care to residents, and to supervise the day to day activities of nursing assistants. Supervision must be in accordance with federal, state, & local laws and policies of this organization.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=6afaba17-b38c-4def-ab64-4caace9aab59,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:22.081782,ultipro
Integritus Healthcare_1816842813544424444,LICENSED PRACTICAL NURSE - LPN! GREAT SIGN-ON BONUS!!,Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"LICENSED PRACTICAL NURSE - LPN! GREAT SIGN-ON BONUS!!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003126
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA











































































+7 more
We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The succ...","ed Nursing Danvers, MA 01923, USA +7 more We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their entire scope of practice, ensuring the utmost in competent care and safety is consistently delivered to all residents. FULL-TIME LPN WILL RECEIVE AN $8,000.00 SIGN-ON BONUS!!","$8,000.00",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=e01357c6-bdc9-43f9-acbd-fa6b5d5bac02,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:24.205277,ultipro
Integritus Healthcare_185075114351061959,CERTIFIED NURSING ASST. - CNA!,Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"CERTIFIED NURSING ASST. - CNA!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: CERTI003127
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA





















































































+8 more
We are looking for a skilled CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting...","ed Nursing Danvers, MA 01923, USA +8 more We are looking for a skilled CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting with daily living needs. We are searching for a dedicated, compassionate and energetic individual to be a vital link between our patients and the nurses and other facility staff.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=aeb92255-014e-4a64-a9ac-4929e48f11a9,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:26.043898,ultipro
Integritus Healthcare_1081538013724454094,CERTIFIED NURSING ASST.,Integritus Healthcare,"Pilgrim Rehab


Peabody, MA 01960, USA",Peabody,MA,"CERTIFIED NURSING ASST.
Jul 7, 2025
Job Category: Operations Group
Requisition Number: CERTI003128
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA











































































+7 more
We are looking for a skilled CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting with daily living needs...","ed CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting with daily living needs. We are searching for a dedicated, compassionate and energetic individual to be a vital link between our patients and the nurses and other facility staff.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=dfad96ae-8b20-4b91-b827-9a99fb44f1c0,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:27.612120,ultipro
Integritus Healthcare_6866848224903477336,REGISTERED NURSE,Integritus Healthcare,"Pilgrim Rehab


Peabody, MA 01960, USA",Peabody,MA,"REGISTERED NURSE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: REGIS003129
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA





















































































+8 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their e...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=bac81971-3885-41fd-9ae0-7ed79c32ab7c,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:29.457882,ultipro
Integritus Healthcare_6502353322854149420,LICENSED PRACTICAL NURSE,Integritus Healthcare,"Pilgrim Rehab


Peabody, MA 01960, USA",Peabody,MA,"LICENSED PRACTICAL NURSE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003130
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA











































































+7 more
We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within th...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=ddf727ed-a04a-4c5b-8f6c-eee2d1172628,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:31.116325,ultipro
Integritus Healthcare_5937024875350526164,INFECTION CONTROL NURSE,Integritus Healthcare,"Pilgrim Rehab


Peabody, MA 01960, USA",Peabody,MA,"INFECTION CONTROL NURSE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: INFEC003131
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA





















































































+8 more
The Infection Preventionist will use a systematic approach to monitor the effectiveness of infection prevention and control strategies that are consistent with the organization’s goals and objectives. This includes applyi...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=5007861b-6217-4d05-b0e9-e983c41ccc8f,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:32.928081,ultipro
Integritus Healthcare_6040928160425527613,LICENSED PRACTICAL NURSE - SIGN-ON BONUS!,Integritus Healthcare,"Hathaway Manor


New Bedford, MA 02740, USA",New Bedford,MA,"LICENSED PRACTICAL NURSE - SIGN-ON BONUS!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003133
Schedule: Full Time
Job Location Type: On-site

Hathaway Manor


New Bedford, MA 02740, USA

































































+6 more
We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will wo...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=28b3800a-47e3-4884-8c91-7040d8338f1c,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:34.637411,ultipro
Integritus Healthcare_3876082047656027980,REGISTERED NURSE - SIGN-ON BONUS!,Integritus Healthcare,"Hathaway Manor


New Bedford, MA 02740, USA",New Bedford,MA,"REGISTERED NURSE - SIGN-ON BONUS!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: REGIS003135
Schedule: Full Time
Job Location Type: On-site

Hathaway Manor


New Bedford, MA 02740, USA

































































+6 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=c9fd0bca-cd2d-4cc9-8900-628fa054590f,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:36.206554,ultipro
Integritus Healthcare_2705546752899769802,COOK-,Integritus Healthcare,"Kimball Farms Lifecare Retirement Community


Lenox, MA 01240, USA",Lenox,MA,"COOK-
Jul 7, 2025
Job Category: Operations Group
Requisition Number: COOKP002989
Schedule: Full Time
Job Location Type: On-site

Kimball Farms Lifecare Retirement Community


Lenox, MA 01240, USA





Bring your skills to the table - Kimball Farms is Hiring a cook! Cooks provide assistance to the Food Service Director in planning, organizing, developing and directing the comprehensive operation of the dietary department. This position is responsible for training and supervising production and ki...","to the table - Kimball Farms is Hiring a cook! Cooks provide assistance to the Food Service Director in planning, organizing, developing and directing the comprehensive operation of the dietary department. This position is responsible for training and supervising production and kitchen personnel. Prepares and portions various food items with the highest of quality. Wraps, labels and dates prepared food items for storage. Receives, stores and rotates supplies as delivered. Prepares meals in accor...",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=6ca1efd1-a2be-4c95-9121-c04ce6949769,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:37.797464,ultipro
Integritus Healthcare_2567489312598975720,DIET AIDE,Integritus Healthcare,"Day Brook Nursing Center


Holyoke, MA 01040, USA",Holyoke,MA,"DIET AIDE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: DIETA003180
Schedule: Part Time
Job Location Type: On-site

Day Brook Nursing Center


Holyoke, MA 01040, USA





The Diet Aide provides assistance in all dietary functions as directed/instructed and in accordance with established dietary policies and procedures.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=d41ce444-1cf1-4c34-a315-dcda93c739bc,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:39.682137,ultipro
Integritus Healthcare_7503914151490785930,DIETARY AIDE/DISHWASHER,Integritus Healthcare,"Hillcrest Commons


Pittsfield, MA 01201, USA",Pittsfield,MA,"DIETARY AIDE/DISHWASHER
Jul 5, 2025
Job Category: Operations Group
Requisition Number: DIETA003179
Schedule: Part Time

Hillcrest Commons


Pittsfield, MA 01201, USA















+1 more
The Dietary Aide provides assistance in all dietary functions as directed/instructed and in accordance with established dietary policies and procedures.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=52576010-8698-4309-bf1b-4f1762e115d1,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:41.328471,ultipro
Integritus Healthcare_8741446665509183451,CERTIFIED NURSING ASST. CNA,Integritus Healthcare,"Windsor Skilled Nursing


South Yarmouth, MA 02664, USA",South Yarmouth,MA,"CERTIFIED NURSING ASST. CNA
Jul 3, 2025
Job Category: Operations Group
Requisition Number: CERTI003121
Schedule: Full Time
Job Location Type: On-site

Windsor Skilled Nursing


South Yarmouth, MA 02664, USA

































































+6 more
We are looking for a skilled CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting with daily l...","ed Nursing South Yarmouth, MA 02664, USA +6 more We are looking for a skilled CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting with daily living needs. We are searching for a dedicated, compassionate and energetic individual to be a vital link between our patients and the nurses and other facility staff.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=f40daa24-10a7-4029-a3db-df0e84d977e4,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:43.009162,ultipro
Integritus Healthcare_80656418502283675,R N QUALITY IMPROVEMENT MANAGER,Integritus Healthcare,"Integritus Healthcare, Inc


Pittsfield, MA 01201, USA",Pittsfield,MA,"R N QUALITY IMPROVEMENT MANAGER
Jul 3, 2025
Job Category: Administration Group
Requisition Number: QUALI003177
Schedule: Full Time
Job Location Type: On-site

Integritus Healthcare, Inc


Pittsfield, MA 01201, USA



















































































































+11 more
The QIM ensures regulatory compliance by supporting the preparation and maintenance for survey and ensures appropriate clinical outcomes by monitoring clinical pe...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=2b7f28ea-e7c4-4e9c-b0f1-cc3e6f4d5b95,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:45.002325,ultipro
Integritus Healthcare_4712081625432178114,STAFF EDUCATOR RN,Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"STAFF EDUCATOR RN
Jul 2, 2025
Job Category: Operations Group
Requisition Number: STAFF003125
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA

































































+6 more
This position is responsible for planning, organizing, directing, coordinating, documenting, and evaluating all educational programs, including on-the-job training for the Nursing Department. Plays a key role in the assimilation of all new ...","ed Nursing Danvers, MA 01923, USA +6 more This position is responsible for planning, organizing, directing, coordinating, documenting, and evaluating all educational programs, including on-the-job training for the Nursing Department. Plays a key role in the assimilation of all new employees in the facility and assures competencies are completed timely and thoroughly and that any necessary follow up is completed.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=7396d878-f35e-4876-b988-77bbe3c9ec9d,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:46.709450,ultipro
Integritus Healthcare_6330052931639873226,DIRECTOR OF BILLING AND COLLECTIONS,Integritus Healthcare,"Integritus Healthcare, Inc


Pittsfield, MA 01201, USA",Pittsfield,MA,"DIRECTOR OF BILLING AND COLLECTIONS
Jul 2, 2025
Job Category: Administration Group
Requisition Number: DIREC003172
Schedule: Full Time
Job Location Type: On-site

Integritus Healthcare, Inc


Pittsfield, MA 01201, USA























































+5 more
The position is responsible for the development of and strategic and tactical implementation of an organziational wide strategy for payer reimbursement, both private (e.g. managed care contracts) and governmental (e.g. ...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=753073d1-a7a4-45fb-9cb2-2111f3ce95e4,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:48.353815,ultipro
Integritus Healthcare_1428187823718096734,First Response Security- Maintenance- 3pm- 11pm,Integritus Healthcare,"Kimball Farms Lifecare Retirement Community


Lenox, MA 01240, USA",Lenox,MA,"First Response Security- Maintenance- 3pm- 11pm
Jul 2, 2025
Job Category: Operations Group
Requisition Number: FIRST003158
Schedule: Full Time

Kimball Farms Lifecare Retirement Community


Lenox, MA 01240, USA





Security personnel’s primary function is to maintain the safety and security of all residents and employees of the facility. Security shall also be concerned with the care of property and equipment of the facility. Has knowledge of patient/resident Bill of Rights. All responsibilitie...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=c23e751b-18aa-4fdc-a4b9-71c216d2e25f,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:49.892115,ultipro
Integritus Healthcare_5541906220530372344,ACTIVITIES AIDE- Part Time,Integritus Healthcare,"Kimball Farms Nursing Care Center


Lenox, MA 01240, USA",Lenox,MA,"ACTIVITIES AIDE- Part Time
Jul 1, 2025
Job Category: Administration Group
Requisition Number: ACTIV003175
Schedule: Part Time
Job Location Type: On-site

Kimball Farms Nursing Care Center


Lenox, MA 01240, USA





Great opportunity to get paid to have fun! Activities Aides help to encourage socialization, provide entertainment, lead groups and more! Training is provided. Activities Aides help to encourage socialization, provide entertainment, relaxation and fulfillment, and improve daily livin...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=b422c25f-d7e2-4334-95c1-b338ce9f5407,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:51.452678,ultipro
