id,title,company,location,city,state,salary,description,overview,requirements,url,source,source_url,scraped_at,tags,setting_type
Harbor Chase_6130001980508460802,Director of Life Enrichment,Harbor Chase,"site Jasper, AL",site Jasper,AL,Not specified,"Director of Life Enrichment Jun 24, 2025 Job Category: Life Enrichment Requisition Number: DIREC021348 Schedule: Full Time Job Location Type: On-site Jasper, AL 35501, USA Develops and implements inspiring success oriented Life Enrichment programs designed to meet the overall needs of the residents based on the person centered care approach.","Director of Life Enrichment Jun 24, 2025 Job Category: Life Enrichment Requisition Number: DIREC021348 Schedule: Full Time Job Location Type: On-site Jasper, AL 35501, USA Develops and implements insp...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=65b9e359-7f94-4c06-ad6c-7b4364b0f1a1,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:27.692273,Full-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_8535238773380597890,Care Partner,Harbor Chase,"Full Time Jasper, AL",Full Time Jasper,AL,Not specified,"Care Partner Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: CAREP021347 Schedule: Full Time Jasper, AL 35501, USA HARBORCHASE IS HIRING!!! COME BE PART OF SOMETHING MAGNIFICENT! Working at HarborChase - Experience Genuine Hospitality HRA is transforming the senior housing industry, and that includes shaping our talent into tomorrow’s leaders. At HarborChase, we believe that success starts with our Associates and we pride ourselves on hiring the best. Are you ready to take your career to the next level? Do you desire a career that is rewarding and one that rewards you?","Care Partner Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: CAREP021347 Schedule: Full Time Jasper, AL 35501, USA HARBORCHASE IS HIRING!!! COME BE PART OF SOMETHING MAGNIFICENT! Worki...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=98958969-6c48-4a41-ac61-97ecc1443e74,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:28.660784,Full-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_7638360215775499126,LPN,Harbor Chase,"site Jasper, AL",site Jasper,AL,Not specified,"LPN Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: LPN00021346 Schedule: Part Time Job Location Type: On-site Jasper, AL 35501, USA Provides direct and individual nursing care to assigned residents based on nursing standards and under the supervision of the Director of Resident Care (DRC). Also maintains compliance with all state and federal regulations and the standards of HRA.","LPN Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: LPN00021346 Schedule: Part Time Job Location Type: On-site Jasper, AL 35501, USA Provides direct and individual nursing care to assi...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=7cf9cb89-d548-4466-9320-be945323b72a,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:29.857742,Part-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_4830288729292093644,Care Partner,Harbor Chase,"site Naperville, IL",site Naperville,IL,$18.00 - $20.00,"Care Partner Jun 22, 2025 Job Category: Resident Care-MC Requisition Number: CAREP021342 Schedule: Full Time Job Location Type: On-site Naperville, IL 60540, USA -Provides quality care and assistance to residents in accordance with the resident philosophy and policies and resident rights -Adheres to each resident’s Level of Care (LOC), notifies supervisor of any changes in resident’s condition -Answers and responds to resident calls in a timely manner -Assists residents with Activities of Daily Living (ADL) -Completes assignment sheets daily. -Encourages residents to attend meals in the dining room by escorting to and from Dining room -Assists residents with meals in ways that meet their individual needs and desires, while being cognizant of changes in appetites and physical abilities to eat Pay Range $18.00 - $20.00","Care Partner Jun 22, 2025 Job Category: Resident Care-MC Requisition Number: CAREP021342 Schedule: Full Time Job Location Type: On-site Naperville, IL 60540, USA -Provides quality care and assistance ...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=3ea01cc3-0ccf-47bc-a552-d5f7307b9de7,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:30.823384,Full-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_2619025518541086491,Life Enrichment Coord,Harbor Chase,"site Rock Hill, SC",site Rock Hill,SC,Not specified,"Life Enrichment Coord Jun 20, 2025 Job Category: Life Enrichment Requisition Number: LIFEE021341 Schedule: Full Time Job Location Type: On-site Rock Hill, SC 29730, USA HarborChase of Riverwalk has been recognized as a Great Place to Work® year after year, and we believe our success is because we believe we are here to serve our Residents, their families and one another. We are a luxury assisted living community that is driven by compassion, respect, and the dedication to making every interaction meaningful. Our culture fosters growth, teamwork, and a genuine commitment to enriching the lives of our residents and our team members. If you are passionate about providing exceptional care in an environment where you’re valued and supported, we invite you to apply for our Life Enrichment Coordinator position.","Life Enrichment Coord Jun 20, 2025 Job Category: Life Enrichment Requisition Number: LIFEE021341 Schedule: Full Time Job Location Type: On-site Rock Hill, SC 29730, USA HarborChase of Riverwalk has be...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=e16d55fd-6c07-4268-ab65-a135c54bbf6f,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:31.815917,Full-Time (employment); Assisted Living (care_setting),assisted_living
Oak Hill_105321101736219068,Group Home Nurse Coordinator Supervisor,Oak Hill,Connecticut,,CT,Not specified,Group Home Nurse Coordinator Supervisor,Group Home Nurse Coordinator Supervisor,,,Oak Hill,https://jobs.dayforcehcm.com/en-US/oakhill/OakHillDefaultPostingSite,2025-07-01T21:59:58.854381,Group Home (care_setting),mixed
Oak Hill_3601549351093428200,Internal Communications Manager,Oak Hill,Connecticut,,CT,Not specified,Internal Communications Manager,Internal Communications Manager,,,Oak Hill,https://jobs.dayforcehcm.com/en-US/oakhill/OakHillDefaultPostingSite,2025-07-01T22:00:00.062366,Home Care (care_setting),mixed
IntelyCare - StaffDNA_2876701242199380859,"Travel Nursing-RN, PCU",IntelyCare - StaffDNA,Connecticut,,CT,Not specified,"Travel Nursing-RN, PCU","Travel Nursing-RN, PCU",,,IntelyCare - StaffDNA,https://www.intelycare.com/jobs/?listing_page=1&employer_id=5008017,2025-07-01T22:01:10.792681,Home Care (care_setting),
IntelyCare - StaffDNA_193885836590970910,"Travel Nursing-RN, ER",IntelyCare - StaffDNA,"RN, ER",RN,ER,Not specified,"Travel Nursing-RN, ER","Travel Nursing-RN, ER",,,IntelyCare - StaffDNA,https://www.intelycare.com/jobs/?listing_page=1&employer_id=5008017,2025-07-01T22:01:12.689954,Home Care (care_setting),
IntelyCare - StaffDNA_33070929098546822,"Travel Nursing-RN, ICU",IntelyCare - StaffDNA,Connecticut,,CT,Not specified,"Travel Nursing-RN, ICU","Travel Nursing-RN, ICU",,,IntelyCare - StaffDNA,https://www.intelycare.com/jobs/?listing_page=1&employer_id=5008017,2025-07-01T22:01:13.831022,Home Care (care_setting),
IntelyCare - StaffDNA_700592532748876786,"Travel Nursing-RN, MS",IntelyCare - StaffDNA,"RN, MS",RN,MS,Not specified,"Travel Nursing-RN, MS","Travel Nursing-RN, MS",,,IntelyCare - StaffDNA,https://www.intelycare.com/jobs/?listing_page=1&employer_id=5008017,2025-07-01T22:01:14.853418,Home Care (care_setting),
IntelyCare - StaffDNA_9194127926472634019,"Local Nursing-RN, PCU",IntelyCare - StaffDNA,Connecticut,,CT,Not specified,"Local Nursing-RN, PCU","Local Nursing-RN, PCU",,,IntelyCare - StaffDNA,https://www.intelycare.com/jobs/?listing_page=1&employer_id=5008017,2025-07-01T22:01:16.053313,Home Care (care_setting),
IntelyCare - StaffDNA_4198244977531182861,"Travel Nursing-RN, TELE",IntelyCare - StaffDNA,Connecticut,,CT,Not specified,"Travel Nursing-RN, TELE","Travel Nursing-RN, TELE",,,IntelyCare - StaffDNA,https://www.intelycare.com/jobs/?listing_page=1&employer_id=5008017,2025-07-01T22:01:16.960452,Home Care (care_setting),
Artis Senior Living_1294162651201192670,"National Director, Sales and Marketing",Artis Senior Living,"Full Time Artis Senior Living Management King Of Prussia, PA",Full Time Artis Senior Living Management King Of Prussia,PA,Not specified,"National Director, Sales and Marketing Today Job Category: Administration Requisition Number: NATIO003424 Schedule: Full Time Artis Senior Living Management King Of Prussia, PA 19406, USA The National Director, Sales and Marketing will provide leadership, support, and training to the Directors, Sales and Marketing within the assigned region. Working closely with the Vice President of Operations, influence positive outcomes of both internal and external sales efforts, while ensuring that each community’s Director, Sales and Marketing, is achieving or exceeding projected occupancy and operating within budgetary guidelines. Direct the Artis sales strategy to drive revenue growth and achieve sales targets. This position leads community leadership through sales training, market analysis and relationship management. *Minimum of 3 years multi-state sales management experience required. **This position requires extensive travel, approximately 75% across the assigned region.","National Director, Sales and Marketing Today Job Category: Administration Requisition Number: NATIO003424 Schedule: Full Time Artis Senior Living Management King Of Prussia, PA 19406, USA The National...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=88a57a94-be73-4f69-a724-3c6e21879cc5,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:54.131074,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting),assisted_living
Artis Senior Living_5767834473312618616,"Regional Director of Nursing, RN",Artis Senior Living,"Regional Director of Nursing, RN",Regional Director of Nursing,RN,Not specified,"Regional Director of Nursing, RN Today Job Category: Administration Requisition Number: REGIO003479 Schedule: Full Time Artis Senior Living Management King Of Prussia, PA 19406, USA The Regional Director of Nursing provides leadership and oversight to assigned communities in areas of resident care, regulatory compliance, performance improvement, risk reduction, clinical and staff management, as well as state licensure survey readiness. The Regional Director of Nursing will travel to communities in the assigned portfolio in New York and New Jersey on a weekly basis to provide support with ongoing recruiting and team member development efforts. *This is a remote position that requires onsite travel 3-4 days per week. *Portfolio includes 8 communities across Illinois, Minnesota, Ohio, Pennsylvania and Florida. *RN license is required. LPN/LVN license will not be considered.","Regional Director of Nursing, RN Today Job Category: Administration Requisition Number: REGIO003479 Schedule: Full Time Artis Senior Living Management King Of Prussia, PA 19406, USA The Regional Direc...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=80dd6a5e-1f76-44c6-91d2-9195e27a1beb,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:54.968963,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting); Multi-Site Network (facility),assisted_living
Artis Senior Living_1603470336146086117,Cook,Artis Senior Living,"Waltham Lexington, MA",Waltham Lexington,MA,$20 - $22,"Cook Jun 30, 2025 Job Category: General Requisition Number: COOK0003478 Schedule: Full Time Artis Senior Living | Waltham Lexington, MA 02421, USA Are you looking for an opportunity to explore your culinary curiosity? Do you enjoy learning unique recipes and having creative freedom at work? The Cook position offers a flexible schedule, work/life balance AND room for advancement! *Starting pay is $20 - $22 / hour! *This is a full time position offering a flexible schedule, working 6am-2:30pm! Some weekends WILL be required!","Cook Jun 30, 2025 Job Category: General Requisition Number: COOK0003478 Schedule: Full Time Artis Senior Living | Waltham Lexington, MA 02421, USA Are you looking for an opportunity to explore your cu...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=1fc63245-c3e2-4242-babc-058c7ce4a4c8,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:55.766168,Full-Time (employment); Weekend Shift (shift); Assisted Living (care_setting),assisted_living
Artis Senior Living_8176868865892444009,"Executive Director, Memory Care",Artis Senior Living,"Full Time Artis Senior Living Branford, CT",Full Time Artis Senior Living Branford,CT,Not specified,"Executive Director, Memory Care Jun 30, 2025 Job Category: Administration Requisition Number: EXECU003477 Schedule: Full Time Artis Senior Living Branford, CT 06405, USA The Executive Director will manage the day-to-day operations of the Community, achieving and maintaining maximum occupancy of the Community, achieving high resident/employee satisfaction, generating respect in the neighborhood for the Community, ensuring smooth operation of the Community and generating the projected budget objectives for the company. *This is a 64 unit standalone Memory Care community. The ideal candidate will have senior living, long term care, or SNF experience!","Executive Director, Memory Care Jun 30, 2025 Job Category: Administration Requisition Number: EXECU003477 Schedule: Full Time Artis Senior Living Branford, CT 06405, USA The Executive Director will ma...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=fa74d996-17dc-40f2-8282-44491dcc7074,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:56.835630,Full-Time (employment); Day Shift (shift); Skilled Nursing Facility (care_setting),assisted_living
Artis Senior Living_7938514280290634899,CNA / Home Health Aide - Part Time / PRN,Artis Senior Living,"Part Time Artis Senior Living Boca Raton, FL",Part Time Artis Senior Living Boca Raton,FL,Not specified,"CNA / Home Health Aide - Part Time / PRN Jun 30, 2025 Job Category: Care Partner Requisition Number: CNAHO003476 Schedule: Part Time Artis Senior Living Boca Raton, FL 33487, USA The CNA / Home Health Aide (HHA) will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementia, and a willingness to work with the elderly population is essential for this role. *Starting pay is $16 / hour! *This is a part time position offering a flexible schedule on 1st shift (7am-3pm), 2nd shift (3pm-11pm) OR 3rd shift (11pm-7am)! Every other weekend is required! *PRN shifts also available!","CNA / Home Health Aide - Part Time / PRN Jun 30, 2025 Job Category: Care Partner Requisition Number: CNAHO003476 Schedule: Part Time Artis Senior Living Boca Raton, FL 33487, USA The CNA / Home Health...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=425d8155-5b75-4cd9-b034-41652ccf9961,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:57.755586,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting); Multi-Site Network (facility),assisted_living
Artis Senior Living_7698546392718186967,Licensed Practical Nurse (LPN) - PRN / Per Diem,Artis Senior Living,"Part Time Artis Senior Living Lakeview Chicago, IL",Part Time Artis Senior Living Lakeview Chicago,IL,$32 - $35,"Licensed Practical Nurse (LPN) - PRN / Per Diem Jun 28, 2025 Job Category: CHW Requisition Number: LICEN003474 Schedule: Part Time Artis Senior Living Lakeview Chicago, IL 60657, USA The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *New grads welcome to apply! *Starting pay is $32 - $35 / hour! *This is a PRN / Per Diem position offering 12 hour shifts, 7am-7pm, OR 7pm-7am!","Licensed Practical Nurse (LPN) - PRN / Per Diem Jun 28, 2025 Job Category: CHW Requisition Number: LICEN003474 Schedule: Part Time Artis Senior Living Lakeview Chicago, IL 60657, USA The Licensed Prac...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=3956515d-6244-4b60-9178-68df346a443f,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:58.745396,Full-Time (employment); Memory Care (care_setting),assisted_living
Artis Senior Living_5813236506114306030,Licensed Practical Nurse (LPN) - Part Time / PRN,Artis Senior Living,"Part Time Artis Senior Living Spring Valley, NY",Part Time Artis Senior Living Spring Valley,NY,Not specified,"Licensed Practical Nurse (LPN) - Part Time / PRN Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003473 Schedule: Part Time Artis Senior Living Spring Valley, NY 10977, USA The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $34 / hour! *This is a part time position offering 12 hour shifts, 6am-6pm, OR 6pm-6am. Every other weekend is required! *PRN shifts also available!","Licensed Practical Nurse (LPN) - Part Time / PRN Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003473 Schedule: Part Time Artis Senior Living Spring Valley, NY 10977, USA The Licensed Practi...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=9620cda1-f59f-47d1-aa98-8ccb5619c873,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:01:59.864687,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting),assisted_living
Artis Senior Living_6337373370437440849,Home Health Aide (HHA) - Part Time / PRN,Artis Senior Living,"Part Time Artis Senior Living Spring Valley, NY",Part Time Artis Senior Living Spring Valley,NY,Not specified,"Home Health Aide (HHA) - Part Time / PRN Jun 27, 2025 Job Category: Care Partner Requisition Number: HOMEH003471 Schedule: Part Time Artis Senior Living Spring Valley, NY 10977, USA The Home Health Aide (HHA) will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementia, and a willingness to work with the elderly population is essential for this role. *Starting pay $18 / hour! *This is a part time position offering a flexible schedule on 1st shift (7am-3pm), 2nd shift (3pm-11pm), or 3rd shift (11pm-7am). Every other weekend is required! *PRN Shifts also available!","Home Health Aide (HHA) - Part Time / PRN Jun 27, 2025 Job Category: Care Partner Requisition Number: HOMEH003471 Schedule: Part Time Artis Senior Living Spring Valley, NY 10977, USA The Home Health Ai...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=6c0772ca-0034-4018-b9cd-9951ec80b318,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:02:00.631684,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting); Multi-Site Network (facility),assisted_living
Artis Senior Living_1752245548838404420,Licensed Practical Nurse (LPN) - Part Time,Artis Senior Living,"Part Time Artis Senior Living Huntingdon Valley, PA",Part Time Artis Senior Living Huntingdon Valley,PA,Not specified,"Licensed Practical Nurse (LPN) - Part Time Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003469 Schedule: Part Time Artis Senior Living Huntingdon Valley, PA 19006, USA The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $30 / hour! *This is a part time position offering 12 hour shifts, 7am-7pm, OR 7pm-7am! Every other weekend is required!","Licensed Practical Nurse (LPN) - Part Time Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003469 Schedule: Part Time Artis Senior Living Huntingdon Valley, PA 19006, USA The Licensed Practica...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=4086700f-25d1-4fe8-ac34-5f588e9cf45e,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:02:01.536764,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting),assisted_living
Artis Senior Living_8989371926847408293,Licensed Practical Nurse (LPN),Artis Senior Living,"Full Time Artis Senior Living Huntingdon Valley, PA",Full Time Artis Senior Living Huntingdon Valley,PA,Not specified,"Licensed Practical Nurse (LPN) Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003468 Schedule: Full Time Artis Senior Living Huntingdon Valley, PA 19006, USA The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $30 / hour! *This is a full time position offering 12 hour shifts, 7am-7pm, OR 7pm-7am! Every other weekend is required!","Licensed Practical Nurse (LPN) Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003468 Schedule: Full Time Artis Senior Living Huntingdon Valley, PA 19006, USA The Licensed Practical Nurse (LPN...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=9ad20268-34c0-413e-b166-17985e7da0bf,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:02:02.526173,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting),assisted_living
Artis Senior Living_3033017475056940347,Home Health Aide (HHA),Artis Senior Living,"Full Time Artis Senior Living Spring Valley, NY",Full Time Artis Senior Living Spring Valley,NY,Not specified,"Home Health Aide (HHA) Jun 27, 2025 Job Category: Care Partner Requisition Number: HOMEH003467 Schedule: Full Time Artis Senior Living Spring Valley, NY 10977, USA The Home Health Aide (HHA) will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergency calls and situations, document and report care provided, and transport residents to various functions or locations. Familiarity with Alzheimer's/Dementia, and a willingness to work with the elderly population is essential for this role. *Starting pay $18 / hour! *This is a full time position offering a flexible schedule on 1st shift (7am-3pm), 2nd shift (3pm-11pm), or 3rd shift (11pm-7am). Every other weekend is required!","Home Health Aide (HHA) Jun 27, 2025 Job Category: Care Partner Requisition Number: HOMEH003467 Schedule: Full Time Artis Senior Living Spring Valley, NY 10977, USA The Home Health Aide (HHA) will prov...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=cb7cb487-b738-4c2a-803b-eab384630de4,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:02:03.566686,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting); Multi-Site Network (facility),assisted_living
Artis Senior Living_4447543093657988042,Licensed Practical Nurse (LPN),Artis Senior Living,"Bridgetown Cincinnati, OH",Bridgetown Cincinnati,OH,Not specified,"Licensed Practical Nurse (LPN) Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003324 Schedule: Full Time Artis Senior Living | Bridgetown Cincinnati, OH 45248, USA The LPN will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures that all restorative, support and preventative measures are met in accordance with applicable state laws and regulations. Experience with Alzheimer's/Dementia or behavioral health conditions, and a willingness to work with the elderly population is essential for this role. *Starting pay is $30 / hour! *This is a full time position offering 12 hour shifts, 7pm-7am. Every other weekend is required!","Licensed Practical Nurse (LPN) Jun 27, 2025 Job Category: CHW Requisition Number: LICEN003324 Schedule: Full Time Artis Senior Living | Bridgetown Cincinnati, OH 45248, USA The LPN will provide clinic...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=bacf4086-b865-4616-962a-081d03db7521,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:02:04.358095,Full-Time (employment); Weekend Shift (shift); Memory Care (care_setting),assisted_living
Artis Senior Living_3897596460279562899,"Director of Sales, Senior Living",Artis Senior Living,"Full Time Artis Senior Living Woodbury, MN",Full Time Artis Senior Living Woodbury,MN,$75000 - $80000,"Director of Sales, Senior Living Jun 27, 2025 Job Category: General Requisition Number: DIREC003465 Schedule: Full Time Artis Senior Living Woodbury, MN 55125, USA The Director, Sales and Marketing will drive internal and external sales efforts to achieve and exceed community performance goals, while continuously maximizing occupancy. *Starting base salary is $75000 - $80000 / year, plus bonus! *This is a full time position offering a Monday-Friday schedule, 9am-5pm! Some evenings and weekends may be required. *Senior living sales experience is required.","Director of Sales, Senior Living Jun 27, 2025 Job Category: General Requisition Number: DIREC003465 Schedule: Full Time Artis Senior Living Woodbury, MN 55125, USA The Director, Sales and Marketing wi...",,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=a60a2c67-bd63-4555-9e84-ec66a3600728,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-01T22:02:05.424145,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting); Bonus Available (flag),assisted_living
