title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Nursing Assistant","Prospect Medical Holdings","Springfield, MA","cna",39709,46871,"contract",78,"2025-06-18","https://healthcarejobs.com/ct/prospect-medical-holdings/15618","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Griffin Hospital","Bristol, CT","cna",39913,48246,"part-time",85,"2025-06-12","https://jobs.griffinhospital.com/apply/29411","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Norwalk Hospital","Springfield, MA","cna",40043,48969,"part-time",91,"2025-06-17","https://careers.norwalkhospital.org/job/562209","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Yale New Haven Hospital","New Britain, CT","cna",45082,51284,"contract",83,"2025-06-09","https://www.ziprecruiter.com/c/Yale-New-Haven-Hospital/Jobs/564205","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Backus Hospital","Danbury, CT","cna",39232,53563,"contract",98,"2025-06-14","https://healthcarejobs.com/ct/backus-hospital/15955","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Norwalk Hospital","Providence, RI","cna",39808,50342,"full-time",79,"2025-06-12","https://www.ziprecruiter.com/c/Norwalk-Hospital/Jobs/987247","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Backus Hospital","Hartford, CT","cna",40591,54503,"part-time",84,"2025-06-20","https://www.glassdoor.com/job-listing/nursing-assistant-backus-hospital-JV_IC4274426.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Middlesex Hospital","Yonkers, NY","cna",39559,44958,"full-time",88,"2025-06-16","https://www.glassdoor.com/job-listing/cna---certified-nursing-assistant-middlesex-hospital-JV_IC5913029.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Norwalk Hospital","White Plains, NY","cna",45474,54204,"per-diem",88,"2025-06-23","https://www.indeed.com/viewjob?jk=2999543858302906","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","St. Francis Hospital","Providence, RI","cna",43505,50495,"full-time",94,"2025-06-12","https://healthcarejobs.com/ct/st.-francis-hospital/65399","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Day Kimball Hospital","Meriden, CT","cna",38891,47650,"full-time",93,"2025-06-14","https://careers.daykimballhospital.net/opportunities/2477","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","St. Francis Hospital","Hartford, CT","cna",43111,52262,"contract",89,"2025-06-17","https://careers.st.francishospital.net/opportunities/3021","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Connecticut Children's Medical Center","Stamford, CT","cna",43925,53793,"part-time",91,"2025-06-14","https://www.ziprecruiter.com/c/Connecticut-Children's-Medical-Center/Jobs/132638","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Hospital of Central Connecticut","White Plains, NY","cna",41265,52853,"per-diem",93,"2025-06-16","https://www.glassdoor.com/job-listing/medical-assistant-hospital-of-central-connecticut-JV_IC8343363.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Yale New Haven Health System","Danbury, CT","cna",41973,49606,"part-time",81,"2025-06-13","https://careers.yalenewhavenhealthsystem.org/job/808848","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Prospect Medical Holdings","West Haven, CT","cna",40669,47054,"full-time",78,"2025-06-15","https://healthcarejobs.com/ct/prospect-medical-holdings/51116","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Yale New Haven Health System","Danbury, CT","cna",45085,51745,"contract",90,"2025-06-12","https://careers.yalenewhavenhealthsystem.net/opportunities/6196","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Stamford Hospital","White Plains, NY","cna",38731,49301,"part-time",86,"2025-06-09","https://jobs.stamfordhospital.com/apply/66289","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Stamford Hospital","Providence, RI","cna",42572,54625,"part-time",98,"2025-06-21","https://healthcarejobs.com/ct/stamford-hospital/15333","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Charlotte Hungerford Hospital","Bristol, CT","cna",40903,47999,"full-time",94,"2025-06-10","https://www.ziprecruiter.com/c/Charlotte-Hungerford-Hospital/Jobs/952540","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Charlotte Hungerford Hospital","Greenwich, CT","cna",45439,53085,"contract",96,"2025-06-17","https://www.indeed.com/viewjob?jk=3917918111402785","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Day Kimball Hospital","Springfield, MA","cna",43964,54603,"part-time",80,"2025-06-18","https://www.indeed.com/viewjob?jk=1415480496980156","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Trinity Health","Norwalk, CT","cna",42756,47959,"part-time",96,"2025-06-11","https://healthcarejobs.com/ct/trinity-health/13947","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Charlotte Hungerford Hospital","Stamford, CT","cna",43844,54789,"full-time",97,"2025-06-19","https://www.glassdoor.com/job-listing/cna---certified-nursing-assistant-charlotte-hungerford-hospital-JV_IC4432708.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Norwalk Hospital","Bridgeport, CT","cna",45897,52848,"full-time",96,"2025-06-19","https://careers.norwalkhospital.net/opportunities/5897","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","St. Francis Hospital","West Haven, CT","cna",43327,49073,"contract",92,"2025-06-19","https://jobs.st.francishospital.com/apply/28167","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Hartford HealthCare","Bristol, CT","cna",45228,51157,"part-time",87,"2025-06-21","https://www.glassdoor.com/job-listing/ward-clerk-hartford-healthcare-JV_IC5576311.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Day Kimball Hospital","White Plains, NY","cna",38503,44581,"part-time",98,"2025-06-17","https://jobs.daykimballhospital.com/apply/42892","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Hartford HealthCare","Norwich, CT","cna",38201,53527,"per-diem",88,"2025-06-20","https://www.indeed.com/viewjob?jk=5415922251630402","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Connecticut Children's Medical Center","Norwalk, CT","cna",40293,49201,"per-diem",81,"2025-06-23","https://www.glassdoor.com/job-listing/unit-secretary-connecticut-children's-medical-center-JV_IC3011893.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","St. Francis Hospital","Waterbury, CT","cna",43653,52938,"part-time",91,"2025-06-14","https://www.glassdoor.com/job-listing/patient-care-technician-st.-francis-hospital-JV_IC5425882.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Trinity Health","Providence, RI","cna",44862,54328,"full-time",92,"2025-06-17","https://careers.trinityhealth.org/job/825730","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Middlesex Hospital","Milford, CT","cna",44069,51266,"per-diem",96,"2025-06-16","https://healthcarejobs.com/ct/middlesex-hospital/87397","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Charlotte Hungerford Hospital","Greenwich, CT","cna",40562,49691,"full-time",90,"2025-06-18","https://www.glassdoor.com/job-listing/clinical-assistant-charlotte-hungerford-hospital-JV_IC4385341.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Connecticut Children's Medical Center","Bristol, CT","cna",41349,48520,"contract",87,"2025-06-16","https://www.indeed.com/viewjob?jk=6567011044540179","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Trinity Health","Providence, RI","cna",39872,52937,"full-time",81,"2025-06-13","https://healthcarejobs.com/ct/trinity-health/60536","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Stamford Hospital","Bridgeport, CT","cna",41961,51603,"part-time",95,"2025-06-11","https://www.indeed.com/viewjob?jk=5344119340236732","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Hospital of Central Connecticut","Norwich, CT","cna",41097,48900,"full-time",87,"2025-06-15","https://careers.hospitalofcentralconnecticut.net/opportunities/4220","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Backus Hospital","New Britain, CT","cna",43499,50023,"part-time",95,"2025-06-22","https://www.glassdoor.com/job-listing/unit-secretary-backus-hospital-JV_IC5545440.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Norwalk Hospital","New Britain, CT","cna",39189,54266,"contract",83,"2025-06-16","https://careers.norwalkhospital.org/job/198928","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Stamford Hospital","Fairfield, CT","cna",41241,47696,"full-time",98,"2025-06-13","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/233828","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Hartford Hospital","Milford, CT","cna",46318,52399,"per-diem",84,"2025-06-18","https://careers.hartfordhospital.net/opportunities/9025","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Charlotte Hungerford Hospital","Bridgeport, CT","cna",43828,53139,"full-time",82,"2025-06-23","https://www.ziprecruiter.com/c/Charlotte-Hungerford-Hospital/Jobs/774802","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Hartford HealthCare","Milford, CT","cna",38197,46256,"per-diem",90,"2025-06-15","https://www.glassdoor.com/job-listing/unit-secretary-hartford-healthcare-JV_IC8866305.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","St. Francis Hospital","Yonkers, NY","cna",41312,51335,"contract",84,"2025-06-15","https://careers.st.francishospital.net/opportunities/2615","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Stamford Hospital","Middletown, CT","cna",39230,48510,"contract",90,"2025-06-14","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/616116","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Day Kimball Hospital","Milford, CT","cna",43838,54569,"per-diem",96,"2025-06-11","https://www.indeed.com/viewjob?jk=6527023627664938","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Danbury Hospital","Bridgeport, CT","cna",43659,54736,"contract",92,"2025-06-23","https://www.indeed.com/viewjob?jk=5150819321892541","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Day Kimball Hospital","Stamford, CT","cna",46035,51737,"contract",86,"2025-06-14","https://www.glassdoor.com/job-listing/medical-assistant-day-kimball-hospital-JV_IC3956876.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Day Kimball Hospital","Bristol, CT","cna",41221,53192,"contract",98,"2025-06-17","https://www.indeed.com/viewjob?jk=5672058433795614","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Norwalk Hospital","Norwalk, CT","cna",46930,52252,"part-time",91,"2025-06-13","https://www.ziprecruiter.com/c/Norwalk-Hospital/Jobs/329718","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Yale New Haven Hospital","Bristol, CT","cna",43920,54869,"full-time",95,"2025-06-11","https://www.glassdoor.com/job-listing/ward-clerk-yale-new-haven-hospital-JV_IC8705637.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Stamford Hospital","Danbury, CT","cna",46949,54628,"per-diem",94,"2025-06-09","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/949748","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Danbury Hospital","Stamford, CT","cna",40759,50890,"part-time",86,"2025-06-21","https://www.ziprecruiter.com/c/Danbury-Hospital/Jobs/176372","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Yale New Haven Hospital","Stamford, CT","cna",39362,47716,"full-time",88,"2025-06-16","https://www.indeed.com/viewjob?jk=4917434217202842","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Trinity Health","Providence, RI","cna",44824,50315,"per-diem",78,"2025-06-19","https://www.indeed.com/viewjob?jk=9001857165402819","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Norwalk Hospital","White Plains, NY","cna",39198,49767,"per-diem",91,"2025-06-17","https://careers.norwalkhospital.org/job/138691","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Hartford Hospital","Stamford, CT","cna",41967,47186,"part-time",81,"2025-06-18","https://jobs.hartfordhospital.com/apply/43782","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Norwalk Hospital","Waterbury, CT","cna",43097,52745,"full-time",97,"2025-06-23","https://healthcarejobs.com/ct/norwalk-hospital/30746","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Stamford Hospital","West Haven, CT","cna",39315,44546,"full-time",92,"2025-06-13","https://jobs.stamfordhospital.com/apply/16850","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Middlesex Hospital","Bristol, CT","cna",46121,52924,"per-diem",89,"2025-06-20","https://careers.middlesexhospital.net/opportunities/6030","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Middlesex Hospital","Fairfield, CT","cna",40626,45880,"per-diem",94,"2025-06-19","https://careers.middlesexhospital.org/job/455835","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Danbury Hospital","Norwich, CT","cna",41338,50802,"per-diem",93,"2025-06-18","https://healthcarejobs.com/ct/danbury-hospital/58027","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Griffin Hospital","New Haven, CT","cna",42129,51510,"part-time",90,"2025-06-20","https://www.glassdoor.com/job-listing/clinical-assistant-griffin-hospital-JV_IC5003777.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Trinity Health","Meriden, CT","cna",41626,51537,"contract",90,"2025-06-23","https://careers.trinityhealth.net/opportunities/4390","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Stamford Hospital","New Britain, CT","cna",46578,52087,"per-diem",85,"2025-06-11","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/448542","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Hospital of Central Connecticut","Middletown, CT","cna",45278,53628,"per-diem",97,"2025-06-12","https://healthcarejobs.com/ct/hospital-of-central-connecticut/46988","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Day Kimball Hospital","Meriden, CT","cna",40851,53214,"full-time",90,"2025-06-21","https://www.ziprecruiter.com/c/Day-Kimball-Hospital/Jobs/528011","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Hartford Hospital","Bridgeport, CT","cna",38244,52514,"part-time",84,"2025-06-21","https://careers.hartfordhospital.net/opportunities/2147","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Norwalk Hospital","Bristol, CT","cna",39143,48388,"contract",82,"2025-06-20","https://www.indeed.com/viewjob?jk=3090049019877478","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Charlotte Hungerford Hospital","Meriden, CT","cna",41139,53481,"per-diem",83,"2025-06-12","https://www.ziprecruiter.com/c/Charlotte-Hungerford-Hospital/Jobs/495412","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Trinity Health","Fairfield, CT","cna",44947,52976,"per-diem",90,"2025-06-19","https://jobs.trinityhealth.com/apply/46720","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Danbury Hospital","Stamford, CT","cna",43064,53672,"full-time",95,"2025-06-18","https://careers.danburyhospital.net/opportunities/4012","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Prospect Medical Holdings","Waterbury, CT","cna",45599,50739,"full-time",84,"2025-06-09","https://jobs.prospectmedicalholdings.com/apply/31317","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Norwalk Hospital","Hartford, CT","cna",41809,52039,"part-time",92,"2025-06-17","https://healthcarejobs.com/ct/norwalk-hospital/35784","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Day Kimball Hospital","Meriden, CT","cna",46617,53954,"full-time",79,"2025-06-10","https://careers.daykimballhospital.net/opportunities/8746","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Yale New Haven Hospital","Meriden, CT","cna",44321,52957,"contract",81,"2025-06-13","https://careers.yalenewhavenhospital.org/job/115986","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Day Kimball Hospital","White Plains, NY","cna",41355,50236,"per-diem",96,"2025-06-12","https://www.glassdoor.com/job-listing/clinical-assistant-day-kimball-hospital-JV_IC2735959.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Danbury Hospital","Milford, CT","cna",43093,50820,"per-diem",93,"2025-06-17","https://healthcarejobs.com/ct/danbury-hospital/72935","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Danbury Hospital","Fairfield, CT","cna",40156,50179,"full-time",89,"2025-06-20","https://www.ziprecruiter.com/c/Danbury-Hospital/Jobs/380811","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Trinity Health","New Britain, CT","cna",42938,49744,"per-diem",81,"2025-06-09","https://www.ziprecruiter.com/c/Trinity-Health/Jobs/255415","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Middlesex Hospital","Yonkers, NY","cna",38313,49653,"full-time",78,"2025-06-18","https://www.indeed.com/viewjob?jk=8777577345764501","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Bridgeport Hospital","Stamford, CT","cna",45917,53744,"contract",90,"2025-06-19","https://careers.bridgeporthospital.net/opportunities/3981","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Griffin Hospital","Middletown, CT","cna",45899,54995,"per-diem",91,"2025-06-16","https://jobs.griffinhospital.com/apply/96373","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Griffin Hospital","Norwich, CT","cna",41966,48167,"part-time",85,"2025-06-14","https://jobs.griffinhospital.com/apply/69780","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Ward Clerk","Bridgeport Hospital","Providence, RI","cna",42384,52860,"contract",81,"2025-06-20","https://www.indeed.com/viewjob?jk=3230255287440608","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Clinical Assistant","Backus Hospital","Bristol, CT","cna",46092,53218,"per-diem",81,"2025-06-11","https://healthcarejobs.com/ct/backus-hospital/69445","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Connecticut Children's Medical Center","West Haven, CT","cna",41887,52903,"per-diem",90,"2025-06-17","https://jobs.connecticutchildrensmedicalcenter.com/apply/98344","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
